Datacenter,URL,IP v4 addresses,IP v6 range in DB
Astutium Ltd,http://www.astutium.com/,"10,240",
eukhost.com,http://eukhost.com/,"10,240",
gorack.net,http://gorack.net/,"10,240",
Greatnet.de GmbH,https://www.greatnet.de/,"10,240",
LiquidNet Ltd,https://liquidnetltd.net/,"10,240",
Mxhost,https://www.mxhost.ro/,"10,240",
US Colo,http://uscolo.com/,"10,240",
Webalta,http://www.wahome.ru/,"10,240",
Datasource Ag,http://www.datasource.ch/,"9,984",
Virty.io,https://virty.io/,"9,984",
IS Group B.V.,https://www.is.nl/,"9,916",
Sprint S.A,https://www.sprintdatacenter.pl/,"9,856",Yes
CloudLix,http://www.duomenucentras.lt/,"9,728",
"DMIT, Inc.",https://www.dmit.io/,"9,728",
FirstHeberg,https://www.firstheberg.com/,"9,728",
Hosting Ukraine Ltd.,https://www.ukraine.com.ua/,"9,728",
HZ Hosting Ltd,https://www.hostzealot.com/,"9,728",Yes
NAV COMMUNICATIONS S.R.L.,https://www.nav.ro/,"9,728",
Kaspersky Lab,https://www.kaspersky.com/,"9,540",
"Webzilla, Inc.",https://webzilla.com/,"9,536",
FASTVPS Eesti OÜ,https://fastvps.ee/,"9,472",Yes
Maxihost LTDA,https://www.maxihost.com/,"9,472",
Tsohost,https://www.tsohost.com/,"9,344",Yes
SiteHost,https://sitehost.nz/,"9,280",
Blacknight Internet Solutions Ltd,https://www.blacknight.com/,"9,216",
Connectria,http://www.connectria.com/,"9,216",
eHostingUSA,http://ehostingusa.com/,"9,216",
H4Y Technologies LLC,https://www.h4y.us/,"9,216",
hoster.by,https://hoster.by/,"9,216",
infiumhost.com,http://infiumhost.com/,"9,216",
IQ PL Sp. z o.o.,https://www.iq.pl/,"9,216",
Neospire,http://www.neospire.net/,"9,216",
Opus Interactive,http://www.opusinteractive.com/,"9,216",
Server Axis,http://www.serveraxis.com/,"9,216",
Telegram Messenger LLP,https://telegram.org/,"9,216",
Virtual Systems Llc,https://vsys.host/,"9,216",
ViaWest,https://www.viawest.com/,"9,079",Yes
Forcepoint,https://www.forcepoint.com/,"8,960",
Criticalcase S.r.l,https://www.criticalcase.com/,"8,882",
Lancom Ltd,https://www.lancom.gr/,"8,824",
4D Data Centres Ltd.,https://www.4d-dc.com/,"8,819",
LWS,https://www.lws.fr/,"8,720",
H88 S.A.,https://www.h88.pl/,"8,704",
hostex.lt,http://hostex.lt/,"8,704",Yes
HostUS Solutions LLC,https://hostus.us/,"8,704",Yes
Solido Hosting A/S,http://solidohosting.com/,"8,704",
webexxpurts.com,http://webexxpurts.com/,"8,704",
THG company,https://www.thgingenuity.com/,"8,574",
3NT Solutions LLP,http://3nt.com/,"8,448",
AiNET,http://www.ai.net/,"8,448",
CH-Center,https://www.ch-center.com/,"8,448",
Memset Ltd,http://www.memset.com/,"8,448",
NetNation,http://www.netnation.com/,"8,448",
One.com,http://www.one.com/,"8,448",Yes
One.com,https://www.one.com/,"8,448",Yes
Root Level Technology,https://rootleveltech.com/,"8,391",
Cloudwatt,https://www.cloudwatt.com/,"8,328",
1-800-Hosting,http://www.800hosting.com/,"8,192",
amerinoc,https://www.amerinoc.com/,"8,192",
"BraveWay, LLC",https://www.braveway.com/,"8,192",
Brinkster Communications Corp.,http://www.brinkster.com/,"8,192",
Canada Web Hosting,http://www.canadawebhosting.com/,"8,192",
Colocity Pty Ltd,http://www.colocity.com/,"8,192",Yes
Contegix Llc.,http://www.contegix.com/,"8,192",Yes
D-hosting Germany,http://www.d-hosting.de/,"8,192",
DataCenter Finland Oy,https://www.datacenter.fi/,"8,192",
Datacenter Luxembourg,http://www.dclux.com/,"8,192",
DATASIX GmbH,http://www.datasix.at/,"8,192",Yes
DepoDataCenter,http://www.depo40.ru/,"8,192",
DirectSpace Networks,http://www.directspace.net/,"8,192",
Duocast,https://duocast.nl/,"8,192",Yes
EarthLink Cloud,http://www.earthlinkcloud.com/,"8,192",
EBOUNDHOST.com ADF,http://eboundhost.com/,"8,192",
EuroVPS,http://eurovps.com/,"8,192",
Fiber Server,https://www.fiberserver.net.tr/,"8,192",
Firstbyte,https://firstbyte.ru/,"8,192",Yes
Gigabit Hosting Sdn Bhd,https://thegigabit.com/,"8,192",
Hatteland,http://hatteland.com/,"8,192",
Hosting UK,http://hostinguk.net/,"8,192",
HostVentures,http://www.hostventures.com/,"8,192",
HyperVPN,http://www.hypervpn.com/,"8,192",
Indiana Data Center LLC,http://inddc.com/,"8,192",
Markum.net,https://www.markum.net/,"8,192",
"Net Data Centers, Inc.",http://www.netdatacenters.com/,"8,192",
NetEx Online Services,http://www.netfeed.com/,"8,192",
"Netfronts, Inc.",http://www.netfronts.com/,"8,192",
Netplus Communication,http://www.netplus.fr/,"8,192",
OppoBox LLC,https://www.oppobox.com/,"8,192",
pce-net,http://www.pce.de/,"8,192",
PQ.HOSTING,https://pq.hosting/,"8,192",
prq.se,http://prq.se/,"8,192",
"Red Hat, Inc.",https://www.redhat.com/,"8,192",
Siteserver,http://siteserver.net/,"8,192",
Thrust VPS,http://www.thrustvps.com/about/why-thrust/,"8,192",
Velocity Servers,http://www.velocity-servers.net/,"8,192",
Versia Ltd,https://www.vernet.lv/,"8,192",
WEB LLC,http://www.web.am/,"8,192",
WebControl GmbH,http://www.webcontrol.de/en/,"8,192",
Xiolink,http://xiolink.com/,"8,192",
YesHost.Ru,http://yeshost.ru/,"8,192",
Velocity Servers Inc,https://www.hudsonvalleyhost.com/,"8,008",
O.M.C. COMPUTERS,http://www.omc.co.il/,"7,936",
Data Space Sp. z o.o.,https://dataspace.pl/,"7,744",
PROMETEUS,http://www.prometeus.net/,"7,744",
Gossamer Threads Inc.,http://www.gossamer-threads.com/,"7,680",Yes
Qualityhosting Ag,https://www.qualityhosting.de/,"7,680",
RootNerds Pvt Ltd,https://rootnerds.com/,"7,680",
Shock Hosting LLC.,https://shockhosting.net/,"7,680",
Twitter Inc.,https://twitter.com/,"7,680",
Net Style Development Ltd,http://netstyleservers.com/,"7,552",
"Nodisto It, LLC",https://nodisto.com/,"7,552",
iDeal Hosting Ltd.,https://www.idealhosting.net.tr/,"7,474",
INOVENTICA,https://inoventica.ru/,"7,424",
Rapidseedbox Ltd.,https://www.rapidseedbox.com/,"7,424",Yes
TheHost,https://thehost.ua/,"7,424",
BODHost,http://bodhost.com/,"7,168",
"Cloud Builders, S.A.",https://www.interdominios.com/,"7,168",
"Database By Design, LLC",http://www.databasebydesignllc.com/,"7,168",
HugeServer,https://www.hugeserver.com/,"7,168",
Kharkov Server Ltd,https://xserver.ua/,"7,168",
MadeIT Inc,http://madeit.com/,"7,168",
Majordomo Llc,https://www.majordomo.ru/,"7,168",
Serverplan srl,https://www.serverplan.com/,"7,168",
Alfahosting,http://alfahosting.de/,"6,912",
hosteam.pl,https://hosteam.pl/,"6,912",Yes
DataClub,https://www.dataclub.eu/,"6,782",Yes
argeweb,http://www.argeweb.nl/,"6,656",
Astute Hosting Inc.,http://astutehosting.com/,"6,656",
BSB Service GmbH,http://www.synserver.de/,"6,656",
Cherry Servers,https://www.cherryservers.com/,"6,656",
eserver.ru,http://www.eserver.ru/,"6,656",
Heymman Servers,https://www.heymman.com/,"6,656",
Nucleus bvba,https://www.nucleus.be/,"6,656",
Global Layer B.V.,http://www.global-layer.com/,"6,599",
Global Secure Layer,https://globalsecurelayer.com/,"6,400",
justhost.in.ua,http://www.justhost.in.ua/,"6,400",
One Asia Host LLP,https://www.oneasiahost.com/,"6,400",Yes
Yourserver Sweden,https://www.yourserver.se/,"6,399",Yes
register.it,https://www.register.it/,"6,288",
CloudSigma Holding AG,https://www.cloudsigma.com/,"6,272",
Fornex Hosting S.l,https://fornex.com/,"6,272",
anyNode,https://anynode.net/,"6,144",
DiaHosting,https://www.diahosting.com/en/,"6,144",
Excellent Hosting Sweden AB,http://www.excellent-hosting.se/,"6,144",
FSdata,http://fsdata.se/,"6,144",
Global-e Datacenter B.V.,http://www.global-datacenter.nl,"6,144",
Internet Archive,http://www.archive.org/,"6,144",
LionLink Networks,https://www.lionlink.net/,"6,144",
natro.com,https://www.natro.com/,"6,144",
PlanetaHost,https://planetahost.ru/,"6,144",
qweb,http://www.qweb.nl/,"6,144",
Solar Communications Gmbh,https://solarcom.ch/,"6,144",
Superdata,http://superdata.vn/,"6,144",
TekTonic,http://www.tektonic.net/,"6,144",
Trader Soft Llc,https://simplecloud.ru/,"6,144",
XSServer GmbH,https://xsserver.eu/,"6,144",
Vpn Consumer Network Services,http://www.vpnconsumer.com/,"6,014",
Hispaweb Network,http://hispaweb.net/,"5,952",
Alexhost SRL,https://alexhost.com/,"5,888",
Esnet,https://www.vpsnet.com/,"5,888",Yes
IP ServerOne,http://ipserverone.com/,"5,888",
SeFlow s.n.c,http://www.seflow.net/,"5,888",
Szervernet,http://szervernet.hu/,"5,888",
AbeloHost B.V.,https://abelohost.com/,"5,632",
ServeTheWorld AS,https://servetheworld.net/,"5,632",
UDomain,https://www.udomain.hk/,"5,632",
vital_teknoloji,https://www.cloud.com.tr/,"5,632",
Xirra GmbH,http://www.xirra.net/,"5,424",
simpliq.com,http://www.simpliq.com/,"5,376",
SinaroHost LTD,https://sinaro.host/,"5,376",
Interxion,https://www.interxion.com/,"5,280",
AllHostShop.com,http://www.allhostshop.com/,"5,120",
AlniTech,https://alnitech.com/,"5,120",
Bhost Inc.,https://www.bhost.net/,"5,120",
Contel Ooo,http://www.contell.ru/,"5,120",
"Dc74, Llc",http://www.dc74.com/,"5,120",Yes
DFW Hosting Services,http://dfwhostingservices.com/,"5,120",
DigiCube,http://digicube.fr/,"5,120",
DigitalFyre Internet Solutions LLC.,https://www.digitalfyre.com/,"5,120",
Fluccs,https://www.fluccs.com.au/,"5,120",
"Github, Inc",https://github.com/about,"5,120",
Immedion,http://immedion.com/,"5,120",
ipglobe.net,https://www.ipglobe.net/,"5,120",
Kakao Corporation,http://www.kakaocorp.com/,"5,120",
King Servers B.V.,https://www.king-servers.com/,"5,120",Yes
Leapswitch Networks Pvt. Ltd.,https://leapswitch.com/,"5,120",
NetAngels,https://www.netangels.ru/,"5,120",
Obone Gmbh,http://www.obone.de/,"5,120",
Plutex,http://www.plutex.de/,"5,120",
rijndata.nl,http://rijndata.nl/,"5,120",
ServerStack Inc,https://www.serverstack.com/,"5,120",
Triple8 Network,http://888.net/,"5,120",
Uber Global Pty Ltd,https://www.uber.com.au/,"5,120",Yes
Web Hosting UK,http://www.webhosting.uk.com/,"5,120",
Web Werks,http://www.web-werks.com/,"5,120",
"AlmourolTec, Lda",https://ptisp.pt/,"5,056",Yes
Blix Solutions,https://www.blix.com/,"4,928",
Goscomb Technologies Ltd,http://www.goscomb.net/,"4,928",Yes
GlobalTeleHost Corp.,https://gthost.com/,"4,865",Yes
DirectVPS,https://www.directvps.nl/,"4,864",Yes
evanzo e-commerce GmbH,https://www.evanzo.de/,"4,864",
Intergrid Group Pty Ltd,https://intergrid.com.au/,"4,864",
ReadySpace,https://readyspace.com.hk/,"4,864",
Veesp,https://veesp.com/,"4,862",
DataLine Ltd.,https://www.dtln.ru/,"4,796",Yes
Zone Media OÜ,https://www.zone.ee/,"4,700",Yes
SuperHosting.BG Ltd.,https://www.superhosting.bg/,"4,672",
OneProvider,https://oneprovider.com/,"4,656",
"Prgmr.com, Inc",https://prgmr.com/,"4,640",
RackNation S.A,https://www.racknation.cr/,"4,640",
Axcelx Technologies LLC,https://www.axcelx.com/,"4,608",
Cloudi NextGen S.L.,https://clouding.io/,"4,608",
Criteo S.A.,https://www.criteo.com/,"4,608",
"HubSpot, Inc.",https://www.hubspot.com/,"4,608",
JustHost.ru,https://justhost.ru/,"4,608",
Privado Networks AG,https://privado.io/,"4,608",
raKdigital,http://www.rakdigital.co.uk/,"4,608",
SpaceWeb LLC,https://sweb.ru/,"4,608",Yes
Supernova s.r.l.,https://www.netsons.com/,"4,608",
Lightstorm Communications s.r.o.,http://www.lightstorm.sk/,"4,432",
ASNETID,http://as.net.id/,"4,352",
BlackMesh,http://www.blackmesh.com/,"4,352",
Friend Hosting,https://friendhosting.net/,"4,352",
Greenhost B.V.,https://greenhost.net/,"4,352",
IP-Projects GmbH & Co. KG,https://www.ip-projects.de/,"4,352",
MGNHost.ru,https://www.mgnhost.ru/,"4,352",
NetProtect,https://netprotect.com/,"4,352",
superhost.pl,http://superhost.pl/,"4,352",
Ecatel,http://ecatel.net/,"4,342",
"Wisconsin CyberLynk Network, Inc.",https://www.cyberlynk.net/,"4,288",
"Power Up Hosting, Inc.",https://poweruphosting.com/,"4,248",
webhoster.de,http://webhoster.de/,"4,224",
Hostpoint AG,https://www.hostpoint.ch/,"4,104",Yes
H1 Host,https://www.h1host.ru/,"4,097",
180Servers,http://www.180servers.com/,"4,096",
34Sp.com Ltd.,https://www.34sp.com/,"4,096",
ActiveCloud,https://www.active.by/,"4,096",
Agava Jsc,http://agava.ru/,"4,096",
Airnet,http://smartechcorp.net/,"4,096",
APYL Inc.,http://www.apyl.com/,"4,096",
Arvixe,http://www.arvixe.com/,"4,096",
BSO Network Inc.,https://www.bsonetwork.com/,"4,096",
"Certified Hosting, LLC",https://certifiedhosting.com/,"4,096",
Cirrus Tech Ltd,http://www.cirrushosting.com/,"4,096",
comvive.com,https://www.comvive.es/,"4,096",
Conetix,http://conetix.com.au/,"4,096",
Cyquator,http://cyquator.com/,"4,096",
Datotel,http://www.datotel.com/,"4,096",
dediserve Ltd,https://dediserve.com/,"4,096",Yes
"Distil, Inc",https://www.distilnetworks.com/,"4,096",
DME Hosting,http://www.dmehosting.com/,"4,096",
DNS Hosting,http://www.dnshosting.it/,"4,096",
dotster.com,http://www.dotster.com/,"4,096",
eSecureData,https://www.esecuredata.com/,"4,096",
"Fast Serv Networks, LLC",https://www.fastserv.com/,"4,096",Yes
Firehost,http://www.firehost.com/,"4,096",
Fujitsu Cloud,http://www.fujitsu.com/,"4,096",
Genious Communications,https://www.genious.net/,"4,096",
GoRack,http://www.gorack.net/,"4,096",
GPLHost,https://www.gplhost.com/,"4,096",
Hostbasket,http://www.hostbasket.com/en/,"4,096",
hosthane.com,http://www.hosthane.com/,"4,096",
hostiran.net,https://hostiran.net/,"4,096",
hostrevenda.com,http://hostrevenda.com/,"4,096",
"HostVenom, LLC.",https://hostvenom.com/,"4,096",
IMINGO,https://www.imingo.net/,"4,096",
Infium-1,http://infiumhost.com/,"4,096",
interhost,http://www.interhost.com/,"4,096",
ionity,http://ionity.com/,"4,096",
Local Dedicated,http://localdedicated.com/,"4,096",
ManagedWay,http://www.managedway.com/,"4,096",
MochaHost.com,https://mochahost.com/,"4,096",
My Server Planet Llc.,https://www.myserverplanet.com/,"4,096",
My247Webhosting Llc,http://www.my247webhosting.com/,"4,096",
nbiserv.de,http://nbiserv.de/,"4,096",
Oplink,https://oplink.net/,"4,096",
PROFITSERVER,https://profitserver.ru/,"4,096",
QWK.net,http://www.qwk.net/,"4,096",
rapidhost.co.uk,http://rapidhost.co.uk/,"4,096",
RapidSpeeds Servers LTD,http://rapidspeeds.com/,"4,096",
Rebel Hosting,http://www.rebelhosting.net/,"4,096",
Rimu Hosting,http://rimuhosting.com/,"4,096",
RisingNet,http://risingnet.net/,"4,096",
Safe Host SA,http://safehost.net/,"4,096",
"Sectorlink, LLC",https://www.sectorlink.com/,"4,096",
Secure Dragon LLC.,https://securedragon.net/,"4,096",Yes
ServerHouse Ltd,https://www.serverhouse.co.uk/,"4,096",Yes
servisweb,http://serveisweb.com/,"4,096",
Sprocket Networks,http://www.sprocketnetworks.com/,"4,096",
Teuno,http://www.teuno.com/,"4,096",
Tiscali Cloud,https://cloud.tiscali.it/,"4,096",
Tranquil Hosting,http://www.tqhosting.com/,"4,096",
TwooIT,http://www.twooit.de/,"4,096",
Usonyx Pte Ltd,https://usonyx.net/,"4,096",
Vidahost,https://www.vidahost.com/,"4,096",
vps.ua,http://vps.ua/,"4,096",
WEB4U s.r.o.,https://www.web4u.cz/,"4,096",Yes
Weservit B.V.,http://www.weservit.nl/,"4,096",Yes
x10hosting,http://x10hosting.com/,"4,096",
1gb.ru,https://www.1gb.ru/,"4,048",
HOSTING90 systems s.r.o.,https://www.hosting90.cz/,"4,008",Yes
Streamline Servers Ltd,https://streamline-servers.com/,"3,841",
MivoCloud S.R.L.,https://www.mivocloud.com/,"3,840",Yes
Unelink Telecom S.A.,https://www.unelink.es/,"3,840",
WebHS,https://www.webhs.pt/,"3,840",
ZAP-Hosting GmbH & Co. KG,https://zap-hosting.com/,"3,840",
Fusa Internet Services,http://fusa.be/,"3,776",
NewMedia Express Pte Ltd,https://www.newmediaexpress.com/,"3,776",
"1GServers, LLC",https://1gservers.com/,"3,584",
31173 Services AB,http://www.31173.se/,"3,584",
Atomohost,https://www.atomohost.com/,"3,584",
esds.co.in,http://www.esds.co.in/,"3,584",
Eurobyte LLC,https://eurobyte.ru/,"3,584",
Hornetsecurity GmbH,https://www.hornetsecurity.com/,"3,584",
Intelium Corp.,https://www.intelium.com/,"3,584",
OpenHosting UK Internet Solutions,http://openhosting.co.uk/,"3,584",
Unithost Internet B.V.,http://unithost.nl/,"3,584",
Unlimited Web Hosting Uk Ltd.,https://www.unlimitedwebhosting.co.uk/,"3,584",
Versio B.V,https://www.versio.nl/,"3,584",
Atlas Communications (Ni) Ltd,https://atlas-comms.com/,"3,502",
Adman,https://adman.com/,"3,328",
ENAHOST s.r.o.,https://www.enahost.com/,"3,328",
Hoster.KZ,https://hoster.kz/,"3,328",
hostpro.ua,http://hostpro.ua/,"3,328",
IsimTescil.net,http://www.isimtescil.net/,"3,328",
ServerClub Inc.,https://serverclub.com/,"3,328",Yes
Stone Internet Services BVBA,https://www.stone-is.com/,"3,328",
VooServers Ltd,https://www.vooservers.com/,"3,328",
VooServers Ltd.,https://www.vooservers.com/,"3,328",
Wikimedia Foundation Inc,https://wikimediafoundation.org/,"3,328",Yes
Zappie Host LLC,https://zappiehost.com/,"3,328",Yes
Hostiserver Ltd.,https://www.hostiserver.com/,"3,296",Yes
NordVPN,https://nordvpn.com/,"3,244",
BlazingFast,https://blazingfast.io/,"3,200",
Media-Hosts Inc.,https://www.media-hosts.com/,"3,200",
vpsFree.cz,https://vpsfree.cz/,"3,200",
E-Commerce Park N.V.,http://e-commercepark.com/,"3,112",
EUROHOSTER Ltd.,https://eurohoster.org/,"3,110",
Adix BV,https://www.adix.nl/,"3,072",
Alistaro,https://alistaro.ro/,"3,072",
Applied Operations,http://www.appliedops.net/,"3,072",
Datasfera,http://datasfera.com/,"3,072",
DC WEST,https://www.dcwest.net.au/,"3,072",Yes
Dediserv,http://www.dediserv.eu/,"3,072",
Dhosting.pl Sp. Z O.o,https://dhosting.pl/,"3,072",
EasyHost Solution Ltd,http://www.easyhost.com.hk/,"3,072",
esited.com,http://www.esited.com/,"3,072",
EstNOC OY,https://www.estnoc.ee/,"3,072",
Forta Trust,http://www.fortatrust.com/,"3,072",
FREEhost.com.ua,https://freehost.com.ua/,"3,072",
Geekion,http://geekion.com/,"3,072",
H5 Data Centers,https://h5datacenters.com/,"3,072",
Hosting Solutions Internationa,http://www.server4you.com/,"3,072",
IM Level 7 SRL,https://www.ihost.md/,"3,072",
interracks.com,http://interracks.com/,"3,072",
Mean Servers Limited,https://www.meanservers.com/,"3,072",
MicronHost,https://micronhost.com/,"3,072",
Netpoint Ltd,https://netpoint-dc.com/,"3,072",
Novatrend Services Gmbh,https://www.novatrend.ch/,"3,072",
PlanetHoster,http://www.planethoster.net/,"3,072",
PT. Master Web Network,http://www.masterweb.net/,"3,072",
Quasar Data Center,http://quasardata.com/,"3,072",
racksrv,http://www.racksrv.com/,"3,072",
SevenL Networks Inc,https://www.sevenl.net/,"3,072",
Sparkstation,http://sparkstation.net/,"3,072",
Sprinthost.ru,https://sprinthost.ru/,"3,072",
TerraHost AS,https://terrahost.no/,"3,072",Yes
TripAdvisor LLC,http://www.tripadvisor.com/,"3,072",
TrueVDS,http://www.truevds.ru/,"3,072",
uvensys GmbH,https://uvensys.de/,"3,072",
Webgo Gmbh,https://www.webgo.de/,"3,072",
OVPN Integritet AB,https://www.ovpn.com/en/tos,"3,024",
Mivitec GmbH,https://www.mivitec.de/,"3,022",
Comtrance Gmbh,http://www.comtrance.net/,"2,960",
ActiveWebs A/S,http://www.activewebs.dk/,"2,816",
F-Secure,https://www.f-secure.com/,"2,816",
Globalhost d.o.o.,https://www.global.ba/,"2,816",
Oy Creanova Hosting Solutions Ltd,https://creanova.org/,"2,816",Yes
Petersburg Internet Network ltd.,https://pinspb.ru/,"2,816",
Servtech Llc,https://serv-tech.ru/,"2,816",
Virtono Networks SRL,https://www.virtono.com/,"2,816",
Ransom IT,https://www.ransomit.com.au/,"2,811",Yes
iFasNet LTD,https://ifastnet.com/,"2,688",
nimbushosting.co.uk,http://nimbushosting.co.uk/,"2,687",
IPAX OG,https://www.ipax.at/,"2,675",Yes
Obenetwork AB,https://www.obenetwork.com/,"2,624",
Tier.Net,https://www.tier.net/,"2,592",Yes
Cloud Sync Inc,http://cloudsync.net/,"2,560",
crosspointcolo.co.uk,http://crosspointcolo.co.uk/,"2,560",
Hostglobal.plus Inc,https://hostglobal.plus/,"2,560",
HostingInside LTD.,https://hostinginside.com/,"2,560",
HostSailor,https://hostsailor.com/,"2,560",
İyi Bir Host,https://www.iyibirhost.com/,"2,560",
KoDDoS,https://koddos.net/,"2,560",
kylos.pl,http://www.kylos.pl/,"2,560",
Phpnet France Sarl,https://www.phpnet.org/,"2,560",
"PubMatic, Inc.",https://pubmatic.com/,"2,560",
"PulsePoint, Inc.",http://www.pulsepoint.com/,"2,560",
SoHosted,https://www.sohosted.com/,"2,560",
OrangeWebsite (IceNetworks Ltd.),https://www.orangewebsite.com/,"2,448",
PrivateVPN,https://privatevpn.com/,"2,432",
Host4Geeks LLC,https://host4geeks.com/,"2,336",
Surfshark Ltd.,https://surfshark.com/,"2,328",
"Ace Host, LLC",https://www.acehost.com/,"2,304",
Aguas del Colorado SAPEM,http://www.adc.net.ar/,"2,304",
argotel.ru,https://argotel.ru/,"2,304",
CISHost,https://www.cishost.ru/,"2,304",
Dassault Systèmes,http://www.3ds.com/,"2,304",
First Root UG,https://www.first-root.com/,"2,304",Yes
Gigahost ApS,https://gigahost.dk/en,"2,304",
Host Universal Pty Ltd,http://hostuniversal.com.au/,"2,304",Yes
Hyperhosting,https://www.hyperhosting.gr/,"2,304",
Inferno Solutions,http://inferno.name/,"2,304",
Next Connex Ltd.,http://www.nextconnex.com/,"2,304",
tilaa,http://www.tilaa.nl/,"2,304",
UAB Interneto vizija,https://www.iv.lt/,"2,304",
Ukrnames,https://www.ukrnames.com/,"2,304",
WhiteLabel IT Solutions,http://whitelabelitsolutions.com/,"2,304",
GINERNET SL,https://ginernet.com/,"2,264",
Cyberfuel,https://www.cyberfuel.com/,"2,176",
Planisys S.A.,http://www.planisys.com/,"2,176",
Profihost AG,https://www.profihost.com/,"2,144",
Springs Hosting,https://www.springshosting.com/,"2,144",
CUSTODIAN DC Ltd,https://www.custodiandc.com/,"2,097",Yes
Avguro Technologies Ltd,http://www.avguro.ru/,"2,080",
Coloclue,https://coloclue.net/,"2,080",
Simplercloud Pte Ltd,https://www.simplercloud.com/,"2,080",
1984 ehf.,https://www.1984.is/,"2,048",
A1 Hosting,https://www.a1.bg/a1-hosting,"2,048",
abdicar.com,http://abdicar.com/,"2,048",
Angel Hosting,http://www.angel-hosting.cz/,"2,048",
Argon Data Communication,https://www.argonhost.com/,"2,048",
Atlassian,https://www.atlassian.com/,"2,048",
Bilrom,http://bilrom.com/,"2,048",
Braslink Network Inc,http://www.braslink.com/,"2,048",
City Lifeline Data Centre,http://www.city-lifeline.co.uk/,"2,048",
ColoCAT,http://colocat.ru/,"2,048",
Conductor LLC,https://www.conductor.com/,"2,048",
CyrusOne LLC,https://cyrusone.com/,"2,048",
datahata.by,http://datahata.by/,"2,048",
DataKeepers (Pty) Ltd,https://datakeepers.co.za/,"2,048",
DataPlugs,http://www.dataplugs.com/,"2,048",
"DataWagon, LLC",https://datawagon.com/,"2,048",
Ddos Protections Ltd,https://antiddos.eu/,"2,048",
Dynu Systems Inc.,https://www.dynu.com/,"2,048",
eHostIDC,http://www.ehostidc.co.kr,"2,048",
Faelix,https://faelix.net/,"2,048",
Faraso,https://www.faraso.org/,"2,048",
FTECH.VN,https://www.ftech.vn/,"2,048",
GARMTECH LP.,http://www.garmtech.lv/,"2,048",
Genesys Informatica S.r.l.,https://www.hostingsolutions.it/,"2,048",
GM host LLC,https://gmhost.hosting/,"2,048",
"Grand Web Solutions, Inc.",http://www.grandwebsolutions.com/,"2,048",
h4hosting.eu,http://h4hosting.eu/,"2,048",
HelloVPS,http://www.hellovps.com/,"2,048",
hostinet.com,http://hostinet.com/,"2,048",
Hostline.ru,http://hostline.ru/,"2,048",
"Incx Global, LLC",https://www.incx.net/,"2,048",
infinitetech.eu,http://www.infinitetech.eu/,"2,048",
ip.ro,http://ip.ro/,"2,048",
IT Lab Limited,https://www.itlab.com/,"2,048",
Its Hosted,http://www.itshosted.nl/,"2,048",
"j2 Global, Inc.",http://j2.com/,"2,048",
Jagoan Hosting (Beon Intermedia),https://www.jagoanhosting.com/,"2,048",
National Computer Systems Co Ltd,http://www.nashirnet.net/,"2,048",
Nelax,https://nelax.it/,"2,048",
NEPHAX,http://www.nephax.net/,"2,048",
Netsys Global Telecom Limited,http://www.netsysdatacenter.com/,"2,048",
Network Dynamics Pty Ltd,https://networkdynamics.com.au/,"2,048",
NT-VPS.RU ((NTCOM),https://nt-vps.ru/,"2,048",
NuFuture Ltd,http://www.nublue.co.uk/,"2,048",
O2Switch,https://www.o2switch.fr/,"2,048",
PCCW Solutions,http://www.pccwsolutions.com/,"2,048",
pgHosting,http://pghosting.de/,"2,048",
Pt. Bangun Abadi Teknologi Indonesia,http://mybati.co.id/,"2,048",
RackAlley LLC,http://www.rackalley.com/,"2,048",
rackmarkt.com,http://rackmarkt.com/,"2,048",
Rainbow E-Commerce Ltd.,https://bizmac.com/,"2,048",
Ready Server Pte Ltd.,https://www.readyserver.sg/,"2,048",
Rook Media AG,https://www.rookmedia.net/,"2,048",
Secure Hosting Limited,http://www.securehost.com/,"2,048",
Servarica,http://servarica.com/,"2,048",
ServeByte LTD,https://servebyte.com/,"2,048",Yes
Servenet Solution Limited Partnership,http://servenet.co.th/,"2,048",
Seznam.cz,http://onas.seznam.cz/,"2,048",Yes
Sigmanet Kft,https://sigmanet.hu/,"2,048",
Simple Carrier Llc,http://www.simplecarrier.net/,"2,048",Yes
SKB Kontur,https://kontur.ru/,"2,048",
sologigabit.com,http://www.sologigabit.com/en/Dedicated-Servers,"2,048",
Sputnik Llc,http://corp.sputnik.ru/company,"2,048",
Supreme Telecom Systems,http://supremetelecom.com/,"2,048",
Switch Media Ltd,http://www.switchmedia.co.uk/,"2,048",
TechAvenue,http://www.techavenue.net/,"2,048",
TenTen.vn,https://tenten.vn/,"2,048",
Think Systems UK Ltd,https://www.cloudspaceuk.co.uk/,"2,048",
"Turnitin, LLC.",https://www.turnitin.com/,"2,048",
tuxis.nl,http://tuxis.nl/,"2,048",
UA-hosting,https://ua-hosting.company/,"2,048",
ukrainianhosting.com,http://www.ukrainianhosting.com/,"2,048",
Veganet Teknolojileri ve Hizmetleri Ltd.,http://veganet.com.tr/,"2,048",
vexxhost web hosting,http://vexxhost.com/,"2,048",
Viet Online,https://vonline.vn/,"2,048",
VIRTBIZ Internet Services,https://www.virtbiz.com/,"2,048",
WEBAXYS,http://www.webaxys.fr/,"2,048",
Weebly,http://www.weebly.com/,"2,048",
Xemu,http://xemu.eu/,"2,048",
CoolVDS,https://www.coolvds.com/,"1,920",
KnownSRV LTD,http://knownsrv.com/,"1,920",
